,location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,population,population_male,population_female,population_density,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
10,GB_UKE,2020-01-11,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,8.703704,5.216049,11.055556,0.1016,0.0,6.345679,85.188183
11,GB_UKE,2020-01-12,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.308642,3.549383,8.049383,6.7056,0.0,5.111111,92.04958
12,GB_UKE,2020-01-13,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.481481,3.166667,8.166667,2.6416,0.0,3.901235,89.561877
13,GB_UKE,2020-01-14,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,7.074074,4.820988,12.691358,2.8575,0.0,4.845679,85.752544
14,GB_UKE,2020-01-15,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.253086,4.808642,8.006173,3.894667,0.0,2.962963,79.528961
15,GB_UKE,2020-01-16,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,7.475309,3.950617,11.5,0.036286,0.0,5.358025,86.442933
16,GB_UKE,2020-01-17,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.037037,3.17284,8.759259,1.0668,0.0,4.222222,88.163558
17,GB_UKE,2020-01-18,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.660494,1.351852,6.524691,1.55575,0.0,1.104938,83.485729
18,GB_UKE,2020-01-19,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,2.709877,-0.734568,6.259259,0.028222,0.0,0.141975,83.257252
19,GB_UKE,2020-01-20,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.253086,2.055556,7.160494,0.0,0.0,2.481481,88.286477
20,GB_UKE,2020-01-21,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.438272,0.537037,8.012346,0.072571,0.0,3.345679,92.630468
21,GB_UKE,2020-01-22,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.185185,3.061728,10.925926,0.028222,0.0,5.697531,96.720863
22,GB_UKE,2020-01-23,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.987654,3.5,7.925926,0.084667,0.0,5.62963,97.566897
23,GB_UKE,2020-01-24,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.604938,4.814815,8.604938,0.0,0.0,5.17284,90.629555
24,GB_UKE,2020-01-25,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.728395,4.962963,6.5,0.0,0.0,4.283951,90.45774
25,GB_UKE,2020-01-26,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.339506,3.006173,8.388889,1.905,0.0,5.253086,92.765119
26,GB_UKE,2020-01-27,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.876543,2.45679,7.067901,1.959429,0.0,3.160494,88.681103
27,GB_UKE,2020-01-28,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.623457,1.537037,5.771605,0.381,0.0,1.5,86.060134
28,GB_UKE,2020-01-29,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,0.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.82716,3.055556,8.339506,2.0828,0.0,2.925926,81.689619
29,GB_UKE,2020-01-30,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,1.0,0.0,1.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,8.351852,5.734568,11.598765,0.4445,0.0,6.04321,85.443751
30,GB_UKE,2020-01-31,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,1.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,9.91358,6.592593,11.814815,0.254,0.0,7.580247,85.489918
31,GB_UKE,2020-02-01,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,1.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,8.481481,5.901235,10.037037,0.03175,0.0,4.308642,75.10914
32,GB_UKE,2020-02-02,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,1.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.882716,4.777778,9.623457,4.445,0.0,5.512346,90.999702
33,GB_UKE,2020-02-03,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,1.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.691358,3.197531,8.67284,2.794,0.0,2.771605,76.242653
34,GB_UKE,2020-02-04,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.561728,1.709877,9.246914,1.3208,0.0,1.54321,75.413621
35,GB_UKE,2020-02-05,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.530864,-0.512346,7.277778,0.056444,0.0,1.919753,89.217468
36,GB_UKE,2020-02-06,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.512346,-0.580247,8.925926,0.0,0.0,1.734568,88.183343
37,GB_UKE,2020-02-07,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.135802,-2.160494,7.580247,0.0635,0.0,1.617284,89.782182
38,GB_UKE,2020-02-08,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,7.45679,4.95679,9.246914,0.508,0.0,3.728395,77.274711
39,GB_UKE,2020-02-09,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,9.098765,6.135802,12.475309,12.5095,0.0,6.845679,85.836633
40,GB_UKE,2020-02-10,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.5,1.901235,6.753086,31.623,0.0,0.771605,76.835114
41,GB_UKE,2020-02-11,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.549383,1.95679,4.641975,5.3975,0.0,-0.32716,75.89515
42,GB_UKE,2020-02-12,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.506173,1.37037,6.092593,1.651,0.0,-0.314815,76.195265
43,GB_UKE,2020-02-13,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.598765,1.703704,7.345679,6.35,0.0,3.08642,89.938116
44,GB_UKE,2020-02-14,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.0,1.58642,9.888889,1.161143,0.0,4.209877,88.30391
45,GB_UKE,2020-02-15,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,9.623457,5.345679,12.462963,0.4445,0.0,8.160494,90.603592
46,GB_UKE,2020-02-16,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,7.104938,4.037037,10.469136,30.353,0.0,4.246914,82.116084
47,GB_UKE,2020-02-17,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.969136,3.67284,8.864198,4.0005,0.0,1.808642,74.725307
48,GB_UKE,2020-02-18,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.104938,2.660494,8.746914,0.9525,0.0,1.845679,79.542792
49,GB_UKE,2020-02-19,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.209877,3.012346,8.580247,2.159,0.0,2.919753,85.233848
50,GB_UKE,2020-02-20,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.395062,3.290123,9.623457,2.54,0.0,3.475309,81.661503
51,GB_UKE,2020-02-21,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,7.222222,3.246914,10.117284,4.445,0.0,4.339506,82.061619
52,GB_UKE,2020-02-22,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,8.018519,5.055556,10.191358,12.6365,0.0,3.987654,75.804517
53,GB_UKE,2020-02-23,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.382716,3.425926,7.117284,10.0965,0.0,2.469136,81.523416
54,GB_UKE,2020-02-24,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.660494,1.179012,12.055556,3.3655,30.48,3.5,86.088556
55,GB_UKE,2020-02-25,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.469136,1.271605,6.092593,13.716,0.0,1.253086,85.592119
56,GB_UKE,2020-02-26,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.055556,0.524691,6.654321,2.370667,0.0,0.123457,81.188432
57,GB_UKE,2020-02-27,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,0.0,0.0,2.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,3.148148,0.62963,6.203704,1.905,0.0,0.037037,80.148662
58,GB_UKE,2020-02-28,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,2.0,0.0,4.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,4.481481,0.851852,10.123457,1.524,0.0,3.117284,90.867833
59,GB_UKE,2020-02-29,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,1.0,0.0,5.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,6.462963,3.049383,10.518519,9.017,0.0,3.524691,81.563104
60,GB_UKE,2020-03-01,ChIJfXeLR1jLfkgRBCxQ3l7I0IY,Q48063,nuts/UKE,GB,United Kingdom,UKE,"Yorkshire and the Humber, England",GB,GBR,1,2.0,0.0,7.0,0.0,5486230,2709045,2777185,355.3,661328,638958,747166,690979,672455,740472,596057,465918,272897,185229992600,33748,151012,53.566667,-1.2,15420,80.6,5.12963,1.845679,7.666667,4.318,0.0,-0.148148,68.802125
